180,Chrome,Windows10,14:57.2,3
181,Chrome,Windows10,15:07.0,3
182,Chrome,Windows10,17:07.7,3
183,Chrome,Windows10,19:52.2,3
184,Chrome,Windows10,20:40.1,3
185,Chrome,Windows10,38:19.3,3
186,Chrome,android,43:38.1,7
187,Chrome,Windows10,51:12.9,3
188,Chrome,Windows10,51:32.3,3
189,Chrome,Windows10,51:35.1,1
190,Chrome,Windows10,51:40.5,3
191,Chrome,Windows10,51:53.1,4
193,Chrome,Windows10,00:27.8,3
194,Chrome,Windows10,00:44.5,3
106,Chrome,Mac,48:14.4,2
107,Chrome,Mac,49:27.1,2
112,Chrome,Mac,21:31.6,2
195,Chrome,Windows10,00:52.0,3
196,Chrome,Windows10,01:02.0,3
197,Chrome,Windows10,01:10.0,3
198,Chrome,Windows10,03:50.0,3
199,Chrome,Windows10,03:59.1,3
200,Chrome,Windows10,04:05.3,3
201,Chrome,android,06:15.3,7
203,Chrome,android,13:32.4,7
204,Chrome,Windows10,16:05.4,2
205,Chrome,Windows10,17:29.8,3
206,Chrome,Windows10,17:41.2,3
207,Chrome,Windows10,18:56.1,2
208,Chrome,Windows10,19:41.6,2
209,Chrome,Windows10,20:35.9,2
210,Chrome,Windows10,33:15.2,3
211,Chrome,Windows10,33:28.6,3
212,Chrome,Windows10,36:15.3,3
213,Chrome,Windows10,38:35.2,3
214,Chrome,Windows10,40:02.6,3
215,Chrome,Windows10,40:17.2,3
216,Chrome,Windows10,47:52.1,3
217,Chrome,Windows10,48:04.2,3
218,Chrome,Windows10,48:45.0,3
219,Chrome,Windows10,49:00.3,3
220,Chrome,Windows10,51:56.2,3
221,Chrome,Windows10,03:49.3,3
222,Chrome,Windows10,04:09.6,3
223,Chrome,Windows10,15:51.8,1
224,Safari,iPhone,18:42.6,1
225,Chrome,Windows10,30:05.3,3
226,Safari,iPhone,31:19.8,1
227,Chrome,Windows10,45:47.3,2
228,Chrome,Windows10,49:29.2,2
229,Chrome,Windows10,49:47.2,2
230,Chrome,Windows10,49:47.5,2
231,Chrome,Windows10,51:24.5,2
232,Chrome,android,53:55.2,7
233,Safari,iPhone,58:58.4,2
234,Safari,iPhone,59:59.2,2
235,Chrome,Windows10,00:03.7,1
237,Safari,iPhone,03:44.4,3
238,Chrome,Windows10,05:28.5,4
239,Chrome,android,05:34.8,8
240,Chrome,android,05:45.7,8
241,Chrome,android,06:04.4,8
242,Chrome,android,06:05.6,8
243,Chrome,Windows10,12:18.6,2
244,Chrome,android,12:35.0,8
245,Chrome,Windows10,13:39.4,2
246,Chrome,Windows10,14:47.7,4
247,Chrome,Windows10,17:08.7,2
248,Chrome,Windows10,17:15.5,1
249,Chrome,Windows10,18:28.5,1
252,Chrome,Windows10,21:49.3,1
253,Chrome,Windows10,23:28.8,1
254,Chrome,Windows10,24:56.6,2
255,Chrome,Windows10,25:02.4,1
256,Chrome,Windows10,25:17.3,2
257,Safari,iPhone,25:57.5,2
258,Chrome,Windows10,26:36.1,1
259,Chrome,Windows10,29:59.4,1
260,Chrome,Windows10,30:45.9,1
261,Chrome,Windows10,33:10.9,1
262,Chrome,Windows10,33:20.6,1
263,Chrome,Windows10,34:06.9,1
264,Chrome,Windows10,34:50.1,1
265,Chrome,Windows10,35:18.0,1
266,Safari,iPhone,35:50.6,3
267,Chrome,Windows10,36:21.2,1
268,Chrome,Windows10,36:30.1,3
269,Safari,iPhone,37:50.2,3
270,Safari,Other,39:05.7,7
273,Safari,Other,44:06.9,7
274,Chrome,Windows10,46:47.9,2
275,Safari,iPhone,49:51.3,2
276,Chrome,Windows10,58:13.3,1
277,Chrome,Windows10,09:30.4,3
278,Safari,iPhone,14:13.3,1
279,Chrome,Windows10,14:31.0,3
280,Chrome,Windows10,19:35.4,3
271,Edge,Windows10,39:40.8,1
272,Edge,Windows10,41:09.4,1
65,Edge,Windows10,24:08.2,2
66,Edge,Windows10,33:19.3,2
68,Edge,Windows10,49:38.1,2
70,Edge,Windows10,55:45.5,1
88,Edge,Windows10,06:06.5,2
89,Edge,Windows10,07:34.5,2
103,Edge,Windows10,25:03.4,2
104,Edge,Windows10,26:19.9,2
171,Edge,Windows10,01:42.3,2
192,Edge,Windows10,57:46.2,2
202,Edge,Windows10,11:46.4,2
236,Edge,Windows10,02:39.7,3
250,Edge,Windows10,18:42.1,3
251,Edge,Windows10,20:12.8,1
21,Edge,Windows10,31:39.4,2
25,Edge,Windows10,38:56.0,2
31,Edge,Windows10,40:25.7,2
45,Edge,Windows10,28:19.8,2
47,Edge,Windows10,31:07.8,2
51,Edge,Windows10,40:40.9,2
52,Edge,Windows10,41:04.0,2
53,Edge,Windows10,43:01.4,2
281,Safari,iPhone,26:52.2,1
282,Chrome,android,33:17.2,9
283,Chrome,Windows10,33:20.8,3
284,Chrome,android,33:34.2,9
285,Chrome,Windows10,34:33.5,2
286,Chrome,android,34:41.9,9
287,Chrome,android,37:25.1,9
288,Chrome,Windows10,47:10.6,1
289,Chrome,android,51:16.6,7
290,Chrome,Windows10,55:17.0,2
291,Chrome,Windows10,56:10.3,2
292,Chrome,Windows10,56:28.3,2
293,Chrome,android,04:09.6,7
294,Chrome,android,06:15.8,7
295,Chrome,android,10:46.4,7
296,Safari,iPhone,34:21.1,1
297,Chrome,Windows10,45:32.1,2
298,Chrome,Windows10,46:07.6,2
299,Chrome,Windows10,49:53.0,2
300,Chrome,Windows10,50:40.2,2
301,Chrome,Windows10,50:51.9,2
302,Chrome,Windows10,08:10.7,2
303,Chrome,Windows10,08:32.2,2
304,Chrome,Windows10,14:25.2,2
305,Chrome,Windows10,14:32.3,2
306,Chrome,Windows10,14:54.4,2
307,Chrome,Windows10,15:04.8,2
308,Chrome,Windows10,15:17.6,2
309,Chrome,Windows10,19:25.3,2
310,Safari,iPhone,21:05.5,1
311,Safari,iPhone,22:18.4,1
312,Chrome,Windows10,24:34.5,2
313,Chrome,Windows10,26:44.7,1
314,Safari,iPhone,27:16.1,3
315,Chrome,Windows10,29:20.7,1
316,Chrome,Windows10,31:08.6,2
317,Chrome,Windows10,31:53.4,1
318,Chrome,Windows10,43:49.1,1
319,Chrome,Windows10,48:46.6,2
320,Chrome,Windows10,49:46.7,2
321,Chrome,Windows10,50:41.7,1
322,Chrome,Windows10,53:13.0,2
323,Chrome,Windows10,58:34.2,2
324,Chrome,Windows10,01:36.6,2
325,Chrome,android,16:00.9,9
326,Chrome,android,16:02.5,9
327,Chrome,Windows10,43:47.1,2
328,Chrome,Windows10,31:38.8,2
329,Chrome,Windows10,32:31.7,2
330,Chrome,Windows10,44:56.4,2
331,Chrome,Windows10,49:07.4,2
332,Safari,iPhone,02:24.3,2
333,Chrome,Windows10,07:06.6,2
334,Chrome,Windows10,09:15.8,2
335,Safari,iPhone,56:23.8,2
336,Safari,iPhone,18:35.7,1
337,Chrome,Windows10,01:27.4,4
338,Safari,iPhone,31:16.9,1
339,Safari,iPhone,32:16.9,3
340,Chrome,Windows10,10:09.2,4
341,Safari,iPhone,46:42.8,1
342,Safari,iPhone,58:56.6,3
343,Safari,iPhone,59:43.0,1
344,Chrome,android,03:57.1,7
345,Chrome,Windows10,07:55.0,2
346,Safari,iPhone,08:08.2,1
347,Safari,iPhone,08:40.9,2
348,Safari,iPhone,10:13.9,3
349,Safari,iPhone,10:47.7,1
350,Chrome,Windows10,11:00.3,4
351,Chrome,android,11:19.1,7
352,Chrome,Windows10,11:32.5,1
353,Chrome,Windows10,19:10.4,2
354,Chrome,Windows10,22:08.0,2
355,Chrome,Windows10,23:19.3,2
356,Chrome,Windows10,27:50.5,2
357,Chrome,Windows10,29:30.5,2
358,Chrome,Windows10,01:23.2,2
359,Chrome,Windows10,01:27.2,2
360,Chrome,Windows10,09:39.4,3
361,Chrome,android,28:28.5,7
362,Safari,iPhone,37:40.4,1
