1,1,1
58,20,8
59,19,8
60,18,8
61,17,8
63,16,8
64,15,8
65,10,8
66,9,8
67,6,8
68,5,8
69,4,8
70,3,8
71,16,4
72,10,4
73,21,1
74,16,7
75,16,2
76,15,2
77,22,2
79,23,1
80,22,1
2,1,2
28,16,3
86,25,1
87,24,1
89,25,2
90,10,1
91,26,4
92,20,1
94,26,7
95,26,3
44,3,3
47,16,1
48,14,1
49,6,1
50,3,1
